gene_id	EV_4	DNMT3B_4	DNMT3B_2	EV_3	DNMT3B_3
YJR004C	354	312	437	469	363
YJR005C-A	9	41	45	3	51
YJR005W	364	628	805	490	703
YJR006W	137	158	259	193	188
YJR007W	286	440	487	381	513
YJR008W	4407	3695	3412	4322	3807
YJR009C	3378	6638	18750	4421	10522
YJR010C-A	100	82	111	102	98
YJR010W	237	179	227	356	205
YJR011C	95	100	119	123	114
YJR012C	118	94	121	165	99
YJR013W	150	157	177	185	177
YJR014W	421	601	718	568	708
YJR015W	371	410	554	416	520
YJR016C	16457	4413	8230	27345	6050
YJR017C	875	817	802	840	793
YJR018W	245	255	284	247	282
YJR019C	619	500	625	670	656
YJR020W	120	90	111	118	98
YJR021C	443	395	436	496	447
YJR022W	48	56	77	68	73
YJR023C	47	43	50	47	48
YJR024C	197	267	357	345	308
YJR025C	2333	850	1952	3697	1387
YJR026W	0	0	0	0	0
YJR027W	0	0	0	0	0
YJR028W	0	0	0	0	0
YJR029W	0	0	0	0	0
YJR030C	102	82	148	146	91
YJR031C	110	122	140	137	113
YJR032W	76	109	132	70	135
YJR033C	454	413	403	395	422
YJR034W	258	271	205	238	284
YJR035W	347	256	258	432	262
YJR036C	270	181	247	399	230
YJR037W	11	22	26	32	20
YJR038C	36	33	26	38	18
YJR039W	655	466	428	687	427
YJR040W	144	152	189	151	169
YJR041C	72	128	165	104	125
YJR042W	202	278	363	257	345
YJR043C	24	35	65	37	52
YJR044C	833	694	748	830	756
YJR045C	6350	10735	6372	4689	8969
YJR046W	226	235	225	279	218
YJR047C	17	87	427	104	119
YJR048W	846	755	1602	1407	1262
YJR049C	837	842	855	839	880
YJR050W	394	344	374	514	322
YJR051W	636	734	667	764	773
YJR052W	363	314	316	336	295
YJR053W	24	43	49	48	38
YJR054W	64	69	157	91	89
YJR055W	72	90	82	86	101
YJR056C	117	129	181	180	138
YJR057W	113	124	162	141	148
YJR058C	409	277	284	435	251
YJR059W	2008	1531	1704	2011	1787
YJR060W	364	347	530	598	496
YJR061W	1176	1229	1752	1259	1525
YJR062C	271	324	323	296	346
YJR063W	16	45	71	25	46
YJR064W	455	662	592	360	619
YJR065C	1436	1500	1670	1252	1521
YJR066W	436	415	470	524	477
YJR067C	118	127	117	157	138
YJR068W	302	321	388	323	323
YJR069C	47	91	90	65	95
YJR070C	261	490	833	450	705
YJR071W	50	95	153	84	119
YJR072C	368	558	447	423	553
YJR073C	3947	3264	4275	3273	3693
YJR074W	203	226	382	245	321
YJR075W	360	431	535	388	420
YJR076C	345	401	660	477	508
YJR077C	4059	5176	3765	3364	5138
YJR078W	565	599	1446	1030	1032
YJR079W	132	174	156	144	178
YJR080C	726	854	574	519	765
YJR082C	244	264	306	347	262
YJR083C	206	201	226	207	231
YJR084W	207	231	241	205	226
YJR085C	2225	1704	1333	1720	1513
YJR086W	321	263	301	342	305
YJR087W	146	153	179	125	150
YJR088C	352	376	447	361	372
YJR089W	200	210	224	250	212
YJR090C	318	410	395	405	432
YJR091C	1025	921	1088	1246	1001
YJR092W	124	205	299	159	288
YJR093C	523	412	463	618	482
YJR094C	458	288	366	1085	409
YJR094W-A	460	923	1368	882	1100
YJR095W	795	588	777	2755	811
YJR096W	7279	5762	2992	4319	3467
YJR097W	6	15	23	14	23
YJR098C	103	112	132	141	123
YJR099W	139	152	168	219	161
YJR100C	339	364	391	379	388
YJR101W	222	409	332	213	396
YJR102C	150	161	167	160	167
YJR103W	1184	1539	1806	1190	1710
YJR104C	18193	15587	13828	17283	15806
YJR105W	438	648	1560	856	990
YJR106W	150	206	310	198	232
YJR107W	258	273	271	270	240
YJR108W	69	36	59	80	47
YJR109C	1459	1002	1893	3525	1313
YJR110W	161	175	202	177	193
YJR111C	596	313	496	1351	334
YJR112W	113	85	132	275	135
YJR112W-A	243	173	195	255	229
YJR113C	781	911	1107	1135	1029
YJR114W	270	271	416	423	347
YJR115W	2460	1502	2542	3751	2004
YJR116W	113	146	491	299	312
YJR117W	613	637	645	455	592
YJR118C	101	135	150	122	159
YJR119C	198	135	191	333	159
YJR120W	327	491	289	245	405
YJR121W	13889	18428	10724	8154	15103
YJR122W	295	309	243	395	329
YJR123W	1963	4595	7360	5131	6041
YJR124C	34	44	65	52	51
YJR125C	1054	943	1012	966	1014
YJR126C	892	685	754	908	718
YJR127C	938	714	805	1037	792
YJR128W	37	22	19	36	21
YJR129C	30	59	68	57	62
YJR130C	738	534	659	1634	565
YJR131W	193	198	216	273	224
YJR132W	245	245	243	256	251
YJR133W	249	308	316	282	346
YJR134C	268	253	269	255	284
YJR135C	48	53	79	83	77
YJR135W-A	145	269	275	226	316
YJR136C	152	159	146	207	144
YJR137C	471	380	330	1284	376
YJR138W	181	241	251	347	236
YJR139C	1473	1205	1374	1453	1380
YJR140C	124	164	155	118	152
YJR140W-A	11	13	9	17	13
YJR141W	119	121	177	142	140
YJR142W	368	343	355	294	316
YJR143C	147	304	541	244	434
YJR144W	247	384	516	341	491
YJR145C	655	1563	2540	1538	2017
YJR146W	166	115	77	183	99
YJR147W	333	222	213	374	224
YJR148W	3192	2065	1322	3329	2015
YJR149W	559	548	441	463	506
YJR150C	14	22	48	33	27
YJR151C	271	188	261	304	250
YJR151W-A	0	0	2	4	5
YJR152W	268	202	294	378	287
YJR153W	56	65	95	127	89
YJR154W	348	604	1000	912	900
YJR155W	2475	2330	2810	3723	3049
YJR156C	70	37	58	65	52
YJR157W	6	2	3	7	3
YJR158W	6	14	26	20	19
YJR159W	12	21	32	16	23
YJR160C	17	17	21	29	15
YJR161C	156	188	269	148	221
YJR162C	0	0	0	0	0
YKL001C	152	126	154	238	143
YKL002W	887	951	987	899	981
YKL003C	278	388	302	285	378
YKL004W	442	522	596	620	636
YKL005C	772	550	589	894	591
YKL006C-A	238	256	242	265	281
YKL006W	505	1035	1669	1172	1310
YKL007W	763	730	846	701	783
YKL008C	623	714	1000	872	849
YKL009W	57	142	224	98	165
YKL010C	1157	1151	987	1155	1194
YKL011C	145	159	131	135	124
YKL012W	492	463	471	506	449
YKL013C	1478	1372	1353	1283	1358
YKL014C	57	91	128	88	130
YKL015W	423	403	511	837	467
YKL016C	4090	4117	2484	2607	3399
YKL017C	119	176	133	112	139
YKL018C-A	274	257	254	287	264
YKL018W	87	122	124	134	102
YKL019W	493	451	608	542	485
YKL020C	1041	906	1065	1146	1047
YKL021C	282	293	342	356	361
YKL022C	385	281	375	539	333
YKL023C-A	35	56	104	67	77
YKL023W	611	376	433	871	436
YKL024C	550	450	440	545	440
YKL025C	464	434	388	484	484
YKL026C	3270	2279	1322	2095	1669
YKL027W	358	305	285	391	236
YKL028W	254	333	410	311	376
YKL029C	1605	604	1001	2582	745
YKL030W	676	222	375	1061	343
YKL031W	16	16	21	33	10
YKL032C	1432	1050	1371	1526	1270
YKL033W	72	123	126	107	108
YKL033W-A	568	316	484	1045	309
YKL034W	506	423	422	551	440
YKL035W	12361	7921	9107	11637	8648
YKL036C	129	105	125	112	87
YKL037W	29	24	41	39	32
YKL038W	833	694	719	703	740
YKL039W	1119	1475	1289	1008	1293
YKL040C	307	327	396	391	432
YKL041W	597	526	410	483	491
YKL042W	70	80	162	120	107
YKL043W	1843	906	1277	1394	1124
YKL044W	122	54	76	85	97
YKL045W	177	184	350	318	266
YKL046C	813	1011	1294	908	1123
YKL047W	163	170	203	206	195
YKL048C	143	158	160	193	157
YKL049C	176	203	341	277	285
YKL050C	557	261	280	510	257
YKL051W	807	579	585	887	461
YKL052C	235	223	342	340	310
YKL053C-A	433	615	412	397	507
YKL053W	112	104	157	156	138
YKL054C	753	857	834	740	953
YKL055C	18	21	37	38	25
YKL056C	1623	3840	5656	3235	4909
YKL057C	114	163	223	176	221
YKL058W	479	567	574	473	568
YKL059C	201	212	288	265	244
YKL060C	26343	65760	102826	39265	72725
YKL061W	401	328	375	492	380
YKL062W	1473	1158	1002	1783	1034
YKL063C	253	270	353	373	293
YKL064W	1663	1230	1287	1488	1320
YKL065C	3084	1999	2462	2586	2078
YKL065W-A	818	296	202	623	224
YKL066W	156	124	99	126	116
YKL067W	3458	3094	2221	2297	2566
YKL068W	377	377	361	435	410
YKL068W-A	81	73	108	120	85
YKL069W	230	176	238	244	202
YKL070W	135	121	169	143	125
YKL071W	134	350	193	198	303
YKL072W	117	133	186	256	137
YKL073W	111	193	328	160	196
YKL074C	218	214	234	200	233
YKL075C	118	171	184	187	168
YKL076C	7	10	8	7	8
YKL077W	613	741	795	758	785
YKL078W	27	53	40	29	36
YKL079W	490	569	513	430	472
YKL080W	511	734	1048	729	940
YKL081W	373	800	1462	683	1143
YKL082C	139	233	252	168	216
YKL083W	88	137	120	83	139
YKL084W	153	124	177	218	172
YKL085W	8857	7603	4290	4547	5982
YKL086W	515	318	370	815	374
YKL087C	678	577	474	560	586
YKL088W	474	498	466	515	478
YKL089W	55	130	88	90	95
YKL090W	336	416	411	378	352
YKL091C	2625	1587	1286	1939	1316
YKL092C	75	66	124	88	118
YKL093W	2926	1754	1225	2097	1804
YKL094W	2215	1513	1954	2467	1855
YKL095W	109	156	160	146	191
YKL096C-B	6	4	4	7	4
YKL096W	74	124	172	141	114
YKL096W-A	8267	10801	25309	16621	17333
YKL097C	22	4	14	11	9
YKL098W	557	484	610	703	594
YKL099C	35	76	141	107	108
YKL100C	2460	1593	1596	2302	1745
YKL100W-A	265	165	168	209	187
YKL101W	195	264	467	235	425
YKL102C	16	14	20	9	16
YKL103C	2038	1530	1807	2193	1763
YKL104C	800	1204	1929	1045	1464
YKL105C	810	378	334	757	412
YKL106C-A	8	6	6	8	9
YKL106W	373	227	189	451	218
YKL107W	515	301	276	449	303
YKL108W	126	126	178	202	195
YKL109W	3026	3024	2558	3170	3001
YKL110C	199	256	254	223	212
YKL111C	77	67	153	156	115
YKL112W	219	247	522	633	446
YKL113C	80	106	380	132	228
YKL114C	521	305	427	696	381
YKL115C	9	14	13	12	8
YKL116C	193	215	299	163	252
YKL117W	2199	2141	1720	1627	1880
YKL118W	4	11	13	5	12
YKL119C	55	109	118	60	111
YKL120W	4560	239	433	5428	294
YKL121W	886	423	463	1186	467
YKL122C	182	246	324	266	278
YKL123W	2	1	1	0	0
YKL124W	714	500	554	921	562
YKL125W	408	331	345	576	338
YKL126W	775	862	1241	790	993
YKL127W	237	254	535	414	365
YKL128C	139	124	148	157	139
YKL129C	669	548	567	574	600
YKL130C	166	202	236	206	197
YKL131W	33	46	45	33	35
YKL132C	123	153	174	164	152
YKL133C	493	399	404	492	391
YKL134C	110	132	136	96	120
YKL135C	636	640	618	674	630
YKL136W	229	200	180	187	191
YKL137W	307	315	282	292	300
YKL138C	272	431	296	266	451
YKL138C-A	111	128	176	147	138
YKL139W	164	187	164	138	153
YKL140W	731	599	566	617	567
YKL141W	3937	4192	2819	2815	3907
YKL142W	6099	4219	3639	4500	3709
YKL143W	90	187	277	249	269
YKL144C	77	90	99	90	86
YKL145W	1400	1630	1178	1302	1551
YKL145W-A	0	0	0	0	0
YKL146W	1388	1124	1184	1557	1247
YKL147C	115	113	112	167	119
YKL148C	7392	7387	5335	6054	7537
YKL149C	141	138	276	315	226
YKL150W	18213	11859	8131	13914	9512
YKL151C	8258	6374	3719	5892	5070
YKL152C	14542	32079	55160	14373	37267
YKL153W	11146	24124	40710	10928	28347
YKL154W	91	95	95	111	90
YKL155C	363	278	162	390	235
YKL156C-A	102	190	247	157	166
YKL156W	367	614	806	609	581
YKL157W	1645	1446	1600	1507	1558
YKL159C	257	211	266	215	235
YKL160W	450	557	525	460	470
YKL161C	121	142	215	185	150
YKL162C	568	386	360	565	451
YKL162C-A	44	25	39	95	36
YKL163W	17121	17849	10861	15162	13995
YKL164C	1521	1992	2531	1329	1800
YKL165C	143	193	411	131	204
YKL165C-A	3	5	4	7	5
YKL166C	53	58	129	115	85
YKL167C	307	335	309	337	337
YKL168C	555	387	386	478	385
YKL169C	449	496	417	432	505
YKL170W	529	554	424	537	562
YKL171W	935	730	841	1239	881
YKL172W	230	288	429	316	377
YKL173W	233	312	298	224	281
YKL174C	544	493	550	527	500
YKL175W	2400	1696	2631	2892	2200
YKL176C	602	535	648	736	566
YKL177W	20	26	48	48	34
YKL178C	116	129	199	182	144
YKL179C	253	239	269	232	258
YKL180W	1028	1920	2799	2514	2440
YKL181W	618	782	1029	976	857
YKL182W	1175	3541	12658	2940	8782
YKL183C-A	0	2	0	0	0
YKL183W	134	144	236	189	199
YKL184W	503	491	560	652	520
YKL185W	583	825	929	657	964
YKL186C	719	531	650	750	579
YKL187C	348	325	381	640	459
YKL188C	536	417	457	709	476
YKL189W	527	406	571	563	491
YKL190W	600	655	701	579	641
YKL191W	316	355	421	422	449
YKL192C	1823	1691	1474	1754	1759
YKL193C	1068	919	789	744	840
YKL194C	164	191	186	168	206
YKL195W	1777	1968	1573	1494	2047
YKL196C	539	745	870	716	838
YKL197C	177	183	196	226	219
YKL198C	335	259	404	463	360
YKL201C	724	517	659	936	609
YKL202W	102	65	65	107	48
YKL203C	295	347	312	456	403
YKL204W	535	621	683	545	728
YKL205W	132	137	190	199	140
YKL206C	310	289	310	428	266
YKL207W	608	583	697	764	643
YKL208W	151	177	179	177	182
YKL209C	214	252	534	355	406
YKL210W	1402	1534	1401	1633	1684
YKL211C	918	428	795	2190	511
YKL212W	576	890	1222	596	946
YKL213C	800	919	782	588	857
YKL214C	292	210	244	349	247
YKL215C	273	255	321	292	339
YKL216W	271	1319	1811	423	1778
YKL217W	15422	13485	11986	17395	17403
YKL218C	613	299	636	1053	399
YKL219W	122	108	123	144	111
YKL220C	152	171	82	145	117
YKL221W	292	432	391	483	406
YKL222C	174	176	210	225	195
YKL223W	1	1	2	0	2
YKL224C	1	0	0	0	0
YKL225W	0	0	0	0	1
YKR001C	799	1129	1398	852	1236
YKR002W	373	354	407	427	416
YKR003W	377	297	453	347	365
YKR004C	179	102	129	275	146
YKR005C	134	140	186	167	139
YKR006C	226	420	308	230	457
YKR007W	226	217	266	273	276
YKR008W	182	198	302	270	268
YKR009C	1073	615	618	1040	613
YKR010C	76	95	157	127	116
YKR011C	510	406	521	447	430
YKR012C	58	71	213	77	159
YKR013W	371	488	1673	542	1316
YKR014C	1767	1366	1292	1712	1305
YKR015C	262	216	231	323	195
YKR016W	715	984	630	425	942
YKR017C	463	335	361	497	391
YKR018C	2132	1842	1404	1810	1685
YKR019C	214	160	198	256	138
YKR020W	196	178	234	216	230
YKR021W	534	513	657	728	640
YKR022C	272	268	305	259	279
YKR023W	142	134	148	157	128
YKR024C	75	102	127	101	99
YKR025W	119	160	188	226	184
YKR026C	138	222	302	188	234
YKR027W	64	116	214	111	145
YKR028W	305	375	459	402	457
YKR029C	232	203	244	231	203
YKR030W	118	109	176	180	163
YKR031C	454	396	484	545	519
YKR032W	2	1	2	3	0
YKR033C	97	71	233	225	164
YKR034W	311	179	529	533	484
YKR035C	802	878	997	847	1035
YKR035W-A	939	1011	1134	1052	1265
YKR036C	243	230	258	461	231
YKR037C	214	176	257	255	257
YKR038C	422	377	467	605	424
YKR039W	6081	5821	12979	12300	12997
YKR040C	4	5	5	7	2
YKR041W	6	11	20	18	11
YKR042W	8874	9553	14029	12100	12465
YKR043C	242	362	594	295	416
YKR044W	338	271	457	531	311
YKR045C	33	52	80	57	81
YKR046C	14514	8613	8816	13526	8850
YKR047W	661	558	568	559	552
YKR048C	2213	2045	2128	2081	2058
YKR049C	4307	3162	2288	3012	2657
YKR050W	508	379	491	595	483
YKR051W	390	340	357	410	371
YKR052C	439	427	521	625	506
YKR053C	176	199	267	168	192
YKR054C	221	231	238	198	248
YKR055W	308	230	208	316	256
YKR056W	172	242	246	262	275
YKR057W	500	866	1582	1038	1182
YKR058W	2757	1900	1834	3214	1868
YKR059W	150	342	529	283	465
YKR060W	33	62	77	64	61
YKR061W	368	555	710	374	546
YKR062W	340	339	393	387	369
YKR063C	149	177	166	184	191
YKR064W	198	185	213	288	204
YKR065C	609	600	538	536	633
YKR066C	2456	1699	2155	3738	2058
YKR067W	2163	1941	1844	2811	1877
YKR068C	261	324	426	368	403
YKR069W	191	210	182	354	194
YKR070W	441	456	500	469	421
YKR071C	2013	714	839	2960	831
YKR072C	1111	769	764	1351	732
YKR073C	35	41	30	43	32
YKR074W	493	537	655	631	613
YKR075C	362	441	675	910	415
YKR075W-A	115	122	212	290	147
YKR076W	3810	2841	1939	3871	2537
YKR077W	123	141	223	163	219
YKR078W	175	230	179	151	204
YKR079C	49	117	118	55	126
YKR080W	480	801	1595	909	837
YKR081C	136	237	311	216	284
YKR082W	192	291	245	225	244
YKR083C	76	80	103	69	115
YKR084C	265	279	348	263	308
YKR085C	149	308	273	165	297
YKR086W	140	204	195	185	197
YKR087C	169	170	269	255	220
YKR088C	366	352	417	400	371
YKR089C	1065	827	929	1197	927
YKR090W	102	174	326	153	275
YKR091W	580	663	814	557	617
YKR092C	172	148	212	263	177
YKR093W	190	137	124	189	136
YKR094C	495	811	1172	1046	1069
YKR095W	770	561	513	681	570
YKR095W-A	72	72	108	109	87
YKR096W	908	671	825	1061	834
YKR097W	1823	2568	2995	4724	4314
YKR098C	376	288	358	414	323
YKR099W	169	119	253	557	191
YKR100C	829	613	652	807	611
YKR101W	281	199	225	431	232
YKR102W	510	346	264	501	245
YKR103W	81	86	68	77	68
YKR104W	50	44	35	47	51
YKR105C	26	38	51	45	44
YKR106W	73	87	113	106	101
YLL001W	610	607	516	508	588
YLL002W	37	62	88	44	78
YLL003W	175	170	231	258	249
YLL004W	36	45	93	38	70
YLL005C	371	326	258	297	292
YLL006W	232	261	226	227	248
YLL006W-A	0	0	0	1	2
YLL007C	193	199	168	167	170
YLL008W	120	315	407	243	320
YLL009C	309	521	265	244	460
YLL010C	156	133	168	153	140
YLL011W	44	123	166	80	148
YLL012W	95	172	270	182	187
YLL013C	202	238	214	201	221
YLL014W	174	204	299	229	291
YLL015W	779	686	705	726	701
YLL016W	413	326	421	593	418
YLL017W	46	50	51	70	66
YLL018C	2055	1907	2691	3432	2322
YLL018C-A	277	285	314	400	349
YLL019C	2452	1673	2245	3163	2206
YLL019W-A	126	112	133	183	140
YLL020C	3	1	0	1	2
YLL021W	123	155	301	288	266
YLL022C	89	123	344	178	242
YLL023C	2753	1500	856	1712	1180
YLL024C	1518	2029	1387	1305	1707
YLL025W	49	36	53	78	36
YLL026W	26247	26558	14013	14273	19558
YLL027W	1571	839	1205	2413	1134
YLL028W	460	278	263	527	252
YLL029W	3195	2351	2316	3474	2427
YLL030C	0	1	8	0	3
YLL031C	254	323	373	339	379
YLL032C	122	156	142	127	135
YLL033W	38	43	75	55	62
YLL034C	21	74	101	37	85
YLL035W	45	66	80	57	59
YLL036C	274	327	354	311	315
YLL037W	88	93	99	105	87
YLL038C	52	63	93	67	78
YLL039C	46	35	32	25	27
YLL040C	1133	958	692	780	794
YLL041C	10175	9127	5528	6460	8156
YLL042C	63	63	69	94	76
YLL043W	482	447	735	732	617
YLL044W	512	1170	1840	1370	1435
YLL045C	1335	2724	4028	2950	3387
YLL046C	27	43	58	19	43
YLL047W	21	31	32	28	28
YLL048C	1042	675	640	1577	728
YLL049W	180	137	148	208	165
YLL050C	2532	2342	2385	2457	2425
YLL051C	400	389	399	680	366
YLL052C	328	512	272	591	408
YLL053C	333	588	254	548	397
YLL054C	114	136	168	119	163
YLL055W	1284	548	844	2694	943
YLL056C	342	546	423	513	538
YLL057C	243	228	263	356	210
YLL058W	196	168	238	321	236
YLL059C	52	23	45	61	35
YLL060C	731	1149	752	632	1011
YLL061W	260	192	292	425	234
YLL062C	63	65	69	105	62
YLL063C	127	102	123	186	117
YLL064C	17	15	5	12	10
YLL065W	0	0	1	1	0
YLL066C	13	5	8	15	2
YLL066W-A	0	0	2	2	3
YLL066W-B	0	0	1	1	0
YLL067C	0	0	0	1	0
YLL067W-A	0	0	0	0	0
YLR001C	884	612	726	946	736
YLR002C	62	123	169	108	154
YLR003C	92	148	180	155	146
YLR004C	2421	1134	1422	6625	1625
YLR005W	592	539	640	980	683
YLR006C	473	379	590	446	435
YLR007W	247	244	287	384	273
YLR008C	89	190	154	109	176
YLR009W	139	317	441	277	374
YLR010C	89	123	117	116	124
YLR011W	132	119	142	147	139
YLR012C	6	4	6	17	4
YLR013W	8	11	28	14	14
YLR014C	53	79	70	43	79
YLR015W	183	205	202	198	183
YLR016C	226	179	218	240	221
YLR017W	173	283	404	348	376
YLR018C	232	239	293	250	286
YLR019W	776	741	938	874	901
YLR020C	86	164	200	136	158
YLR021W	92	131	187	122	146
YLR022C	104	86	95	118	101
YLR023C	655	551	1005	1728	853
YLR024C	199	208	230	341	265
YLR025W	1436	1214	1229	1435	1189
YLR026C	130	166	262	150	240
YLR027C	1561	1263	1819	2634	1586
YLR028C	3601	3316	2730	3182	3167
YLR029C	1260	2490	3785	3548	2954
YLR030W	160	115	169	233	162
YLR031W	147	110	128	157	131
YLR032W	92	86	147	166	134
YLR033W	181	168	226	198	187
YLR034C	681	594	686	912	677
YLR035C	128	123	148	159	159
YLR035C-A	0	0	0	0	0
YLR036C	164	144	164	213	174
YLR037C	86	66	81	76	71
YLR038C	2640	2002	1513	2185	1792
YLR039C	111	178	188	132	187
YLR040C	94	114	248	174	192
YLR041W	30	66	83	74	68
YLR042C	36	43	63	59	44
YLR043C	709	518	388	481	473
YLR044C	21490	47294	52130	24023	45282
YLR045C	136	170	311	168	256
YLR046C	157	113	151	135	131
YLR047C	99	143	149	120	138
YLR048W	852	1809	2604	1743	2141
YLR049C	222	200	284	185	237
YLR050C	139	174	304	174	213
YLR051C	107	141	217	178	176
YLR052W	248	321	380	257	328
YLR053C	202	125	167	241	169
YLR054C	148	148	420	188	265
YLR055C	228	166	286	291	245
YLR056W	453	520	2062	870	972
YLR057W	176	232	250	250	224
YLR058C	2336	3654	6250	4406	4182
YLR059C	368	407	413	329	379
YLR060W	320	602	879	366	775
YLR061W	369	659	1140	835	863
YLR062C	291	527	855	630	705
YLR063W	11	21	32	36	31
YLR064W	442	354	268	297	321
YLR065C	86	138	259	159	186
YLR066W	337	327	430	314	376
YLR067C	78	113	111	70	97
YLR068W	68	187	155	90	157
YLR069C	400	777	566	337	821
YLR070C	699	431	356	590	382
YLR071C	262	294	320	311	310
YLR072W	402	376	416	438	357
YLR073C	24	41	50	45	58
YLR074C	619	509	500	662	489
YLR075W	3724	8386	9616	8752	9770
YLR076C	2582	5820	6440	6145	6779
YLR077W	342	418	383	309	464
YLR078C	407	375	455	420	422
YLR079W	1368	1205	1293	1164	1238
YLR080W	981	583	527	1011	531
YLR081W	45701	66362	28813	23695	47360
YLR082C	210	177	224	269	249
YLR083C	159	246	504	347	392
YLR084C	56	122	250	122	185
YLR085C	283	265	277	322	290
YLR086W	240	195	223	278	225
YLR087C	283	279	253	349	299
YLR088W	191	222	279	246	247
YLR089C	7266	3498	1720	5733	2789
YLR090W	838	636	418	727	591
YLR091W	210	142	173	222	162
YLR092W	441	273	345	716	309
YLR093C	1725	1204	1370	2068	1343
YLR094C	868	813	769	923	858
YLR095C	226	211	250	245	228
YLR096W	207	279	373	298	356
YLR097C	575	393	323	587	334
YLR098C	173	214	260	207	212
YLR099C	447	523	1228	701	893
YLR099W-A	54	61	137	125	103
YLR100W	501	351	680	641	462
YLR101C	194	120	227	243	163
YLR102C	395	323	317	400	350
YLR103C	43	50	79	38	103
YLR104W	104	127	175	121	134
YLR105C	183	227	247	261	244
YLR106C	432	673	713	737	844
YLR107W	700	997	854	696	913
YLR108C	166	138	205	305	208
YLR109W	13467	12750	5811	6796	8465
YLR110C	14844	15378	31665	20004	23933
YLR111W	4	2	9	7	5
YLR112W	8	8	24	19	14
YLR113W	1076	981	1256	1021	1050
YLR114C	294	252	298	358	278
YLR115W	197	243	248	204	245
YLR116W	386	317	364	427	349
YLR117C	488	465	414	562	439
YLR118C	798	662	487	623	569
YLR119W	281	229	174	231	199
YLR120C	1014	1397	2760	1602	2095
YLR120W-A	37	87	174	26	93
YLR121C	813	1079	1913	761	1253
YLR122C	15	18	11	16	8
YLR123C	3	2	9	13	12
YLR124W	7	5	2	16	5
YLR125W	53	46	67	54	51
YLR126C	115	132	250	287	206
YLR127C	222	235	192	262	226
YLR128W	204	203	185	211	161
YLR129W	123	216	221	167	192
YLR130C	4917	3535	4968	10712	4093
YLR131C	589	519	743	824	658
YLR132C	57	83	163	72	104
YLR133W	287	292	567	354	489
YLR134W	175	585	214	146	270
YLR135W	193	191	257	225	209
YLR136C	203	355	347	438	369
YLR137W	239	151	191	191	147
YLR138W	600	522	729	755	635
YLR139C	116	151	145	106	140
YLR140W	4	6	4	8	2
YLR141W	136	109	154	117	127
YLR142W	3399	1856	3953	9463	3838
YLR143W	91	80	75	75	84
YLR144C	604	554	440	590	474
YLR145W	165	149	133	144	139
YLR146C	85	134	174	136	158
YLR146W-A	31	43	60	34	56
YLR147C	177	181	221	174	202
YLR148W	193	244	205	177	229
YLR149C	2497	1813	1803	2513	2088
YLR149C-A	4	9	10	4	3
YLR150W	921	2439	3254	1933	2804
YLR151C	448	385	441	516	489
YLR152C	1225	868	602	1284	717
YLR153C	1685	1267	5398	3682	2703
YLR154C	100	63	140	132	128
YLR154C-G	0	0	0	0	0
YLR154C-H	0	0	0	0	0
YLR154W-A	0	0	0	0	0
YLR154W-B	0	0	0	0	0
YLR154W-C	0	0	0	0	0
YLR154W-E	3	4	3	6	6
YLR154W-F	3	0	0	4	0
YLR155C	0	0	0	0	0
YLR156C-A	0	0	0	0	0
YLR156W	0	0	0	0	0
YLR157C	0	0	0	0	0
YLR157C-A	0	0	0	0	0
YLR157C-B	0	0	0	0	0
YLR157C-C	0	0	0	0	0
YLR157W-D	0	0	1	1	0
YLR157W-E	0	0	0	0	0
YLR158C	0	0	0	8	0
YLR159C-A	9	7	8	12	6
YLR159W	0	0	0	0	0
YLR160C	13	15	27	32	11
YLR161W	0	1	0	0	1
YLR162W	1	0	0	1	1
YLR162W-A	1	0	0	1	0
YLR163C	644	547	521	760	623
YLR163W-A	46	51	39	75	46
YLR164W	1726	271	374	1330	456
YLR165C	326	230	265	309	236
YLR166C	235	240	233	194	236
YLR167W	2516	5541	9424	7137	7386
YLR168C	197	217	249	270	219
YLR169W	138	121	135	160	140
YLR170C	276	207	232	334	254
YLR171W	123	120	119	186	142
YLR172C	274	486	617	458	608
YLR173W	524	464	537	617	544
YLR174W	1456	1427	1436	2331	1592
YLR175W	327	856	1287	680	1110
YLR176C	200	201	274	228	248
YLR177W	2166	1898	2212	2286	2123
YLR178C	12819	5819	4498	8582	5316
YLR179C	826	481	719	810	578
YLR180W	451	418	503	820	516
YLR181C	422	334	366	415	388
YLR182W	329	376	528	378	451
YLR183C	56	70	229	78	162
YLR184W	0	1	1	0	0
YLR185W	448	824	1031	845	1033
YLR186W	38	104	183	55	113
YLR187W	58	76	139	69	106
YLR188W	312	292	429	408	364
YLR189C	1095	738	804	1324	878
YLR190W	472	550	775	550	726
YLR191W	166	196	234	269	237
YLR192C	503	638	873	687	810
YLR193C	1085	850	661	1075	861
YLR194C	1793	3462	5967	1207	3965
YLR195C	119	205	296	161	264
YLR196W	137	280	281	179	276
YLR197W	289	651	1151	676	865
YLR198C	56	123	214	119	178
YLR199C	303	423	364	266	408
YLR200W	93	204	245	114	226
YLR201C	955	822	539	780	672
YLR202C	15	22	16	9	11
YLR203C	875	1314	1024	804	1369
YLR204W	461	632	509	402	622
YLR205C	2097	837	2858	5368	1580
YLR206W	1271	1001	1126	1132	1066
YLR207W	400	353	449	465	402
YLR208W	821	898	979	821	962
YLR209C	270	355	431	278	378
YLR210W	36	67	92	53	86
YLR211C	194	142	167	353	139
YLR212C	35	43	118	65	76
YLR213C	296	186	620	642	385
YLR214W	235	306	511	441	479
