gene_id	EV_4	DNMT3B_4	DNMT3B_2	EV_3	DNMT3B_3
YLR215C	129	141	166	177	161
YLR216C	866	1497	1305	714	1191
YLR217W	184	251	277	156	239
YLR218C	209	181	183	172	209
YLR219W	2340	1359	1604	2185	1720
YLR220W	1085	899	951	1373	959
YLR221C	115	169	219	182	188
YLR222C	49	139	199	62	137
YLR222C-A	0	0	0	0	0
YLR223C	196	222	194	194	239
YLR224W	268	274	399	414	298
YLR225C	488	606	639	481	596
YLR226W	52	83	90	78	78
YLR227C	111	114	152	110	127
YLR227W-A	0	0	0	0	0
YLR227W-B	0	0	0	0	0
YLR228C	226	235	434	424	349
YLR229C	548	547	777	625	681
YLR230W	198	243	369	295	315
YLR231C	1121	721	1867	1727	1291
YLR232W	179	104	285	258	192
YLR233C	134	134	253	215	158
YLR234W	52	67	101	79	86
YLR235C	8	17	25	16	14
YLR236C	12	11	20	18	13
YLR237W	3442	4355	4752	5543	4578
YLR238W	182	205	192	203	188
YLR239C	264	284	200	262	267
YLR240W	474	411	341	456	359
YLR241W	715	738	967	847	911
YLR242C	61	43	70	77	63
YLR243W	85	144	188	137	174
YLR244C	447	528	620	440	603
YLR245C	55	69	104	57	77
YLR246W	383	321	442	401	383
YLR247C	618	628	571	496	572
YLR248W	3090	2657	2244	2226	2398
YLR249W	3950	10565	15330	9729	13683
YLR250W	1082	990	1215	1215	1101
YLR251W	676	460	384	462	454
YLR252W	182	145	96	116	139
YLR253W	265	373	415	335	465
YLR254C	316	306	428	340	410
YLR255C	17	18	13	11	13
YLR256W	1422	1161	1451	1968	1525
YLR256W-A	0	0	0	0	0
YLR257W	3794	3357	4315	3372	3912
YLR258W	6427	5758	4031	5450	4902
YLR259C	3056	6566	3378	1992	5468
YLR260W	258	295	351	322	295
YLR261C	2	2	1	1	3
YLR262C	103	127	153	131	140
YLR262C-A	542	705	944	633	747
YLR263W	53	115	135	95	126
YLR264C-A	85	155	186	147	165
YLR264W	163	364	500	399	419
YLR265C	143	137	193	252	148
YLR266C	296	302	408	468	361
YLR267W	439	315	710	1402	594
YLR268W	295	317	472	372	384
YLR269C	123	118	104	125	116
YLR270W	3177	2201	1589	2377	2027
YLR271W	330	272	236	261	254
YLR272C	144	127	167	155	166
YLR273C	107	129	195	203	236
YLR274W	102	159	239	124	246
YLR275W	168	200	183	263	195
YLR276C	186	326	408	255	420
YLR277C	77	136	118	85	128
YLR278C	392	434	623	555	570
YLR279W	114	100	93	96	106
YLR280C	0	0	0	0	0
YLR281C	41	24	40	47	38
YLR282C	33	27	23	28	23
YLR283W	162	156	165	161	172
YLR284C	229	162	198	318	218
YLR285C-A	12	14	16	11	11
YLR285W	58	83	135	90	105
YLR286C	2589	4586	5107	2239	4610
YLR286W-A	305	520	615	230	550
YLR287C	63	151	144	65	122
YLR287C-A	1099	2176	2641	1746	2361
YLR288C	215	213	235	233	226
YLR289W	128	206	156	129	222
YLR290C	785	360	390	934	336
YLR291C	297	282	314	411	292
YLR292C	219	249	268	224	244
YLR293C	482	1092	1586	716	1314
YLR294C	409	509	247	258	376
YLR295C	2279	2277	1332	1401	1952
YLR296W	3	2	1	2	6
YLR297W	1108	804	564	841	674
YLR298C	393	365	367	465	371
YLR299C-A	227	134	183	211	188
YLR299W	1524	1052	1394	1562	1274
YLR300W	2015	2939	4682	1930	3310
YLR301W	150	169	182	164	166
YLR302C	3	0	6	5	2
YLR303W	1601	766	845	4387	866
YLR304C	11857	9695	6671	8221	9612
YLR305C	338	434	462	473	477
YLR306W	154	110	98	151	112
YLR307C-A	3218	1383	1582	7856	1931
YLR307W	255	145	405	390	346
YLR308W	27	10	58	113	36
YLR309C	289	356	282	308	335
YLR310C	746	744	747	811	827
YLR311C	65	23	22	47	26
YLR312C	2343	871	908	2473	959
YLR312W-A	232	324	275	185	338
YLR313C	15	41	72	26	53
YLR314C	344	447	669	345	557
YLR315W	58	58	100	104	72
YLR316C	237	250	357	316	305
YLR317W	117	123	145	144	131
YLR318W	30	87	84	74	84
YLR319C	132	165	176	152	175
YLR320W	148	188	192	140	189
YLR321C	136	150	182	179	138
YLR322W	22	21	32	22	17
YLR323C	132	142	195	188	158
YLR324W	725	661	510	596	611
YLR325C	876	2075	2802	1948	2317
YLR326W	433	359	550	539	473
YLR327C	27260	16992	17477	31841	17249
YLR328W	670	561	526	762	486
YLR329W	32	33	54	32	44
YLR330W	1130	1179	1575	1321	1400
YLR331C	309	300	414	349	377
YLR332W	1164	919	1355	1301	1210
YLR333C	463	512	669	633	510
YLR334C	0	0	2	2	0
YLR335W	614	572	616	665	615
YLR336C	99	182	151	115	135
YLR337C	694	714	911	638	861
YLR338W	72	111	147	111	118
YLR339C	653	1270	2085	1573	1730
YLR340W	1884	3735	5616	4095	4646
YLR341W	8	15	51	31	30
YLR342W	1612	2872	5784	3185	4896
YLR342W-A	8	4	11	10	7
YLR343W	169	153	243	256	193
YLR344W	713	1140	1541	1525	1329
YLR345W	2178	1808	1726	2141	1831
YLR346C	185	113	133	184	136
YLR347C	625	678	667	604	668
YLR347W-A	51	49	40	43	52
YLR348C	388	271	679	982	513
YLR349W	147	91	275	380	199
YLR350W	1697	1897	2831	2328	2539
YLR351C	547	470	569	677	523
YLR352W	351	289	297	477	276
YLR353W	88	82	139	108	118
YLR354C	2631	4389	6079	3051	5139
YLR355C	48859	11182	14395	57631	11849
YLR356W	2374	1270	1128	2144	1295
YLR357W	213	233	344	320	325
YLR358C	96	105	118	145	148
YLR359W	1186	1759	3068	1986	1944
YLR360W	280	285	360	273	330
YLR361C	248	205	242	225	207
YLR361C-A	245	273	238	206	251
YLR362W	467	457	458	469	535
YLR363C	146	120	121	160	132
YLR363W-A	21	48	66	47	61
YLR364C-A	0	0	0	1	0
YLR364W	24	42	42	28	29
YLR365W	2	0	0	2	0
YLR366W	4	3	7	1	5
YLR367W	106	387	700	175	461
YLR368W	295	266	225	304	228
YLR369W	482	490	394	661	416
YLR370C	1193	1213	1303	1039	1279
YLR371W	518	478	642	594	626
YLR372W	103	129	305	116	247
YLR373C	204	252	337	203	282
YLR374C	65	69	122	117	67
YLR375W	1068	1089	1400	1485	1101
YLR376C	62	92	119	78	97
YLR377C	381	636	820	815	991
YLR378C	527	741	1215	634	909
YLR379W	91	124	215	99	128
YLR380W	333	442	589	502	563
YLR381W	69	148	169	90	192
YLR382C	246	328	315	240	363
YLR383W	111	109	187	122	163
YLR384C	298	442	626	450	610
YLR385C	2	1	5	3	1
YLR386W	268	241	278	281	331
YLR387C	597	610	494	699	552
YLR388W	323	584	894	698	746
YLR389C	676	653	666	677	695
YLR390W	311	206	177	248	226
YLR390W-A	3775	3915	3954	3841	3948
YLR392C	344	359	394	418	385
YLR393W	83	131	124	100	116
YLR394W	224	230	220	169	257
YLR395C	2772	2803	2190	1920	2482
YLR396C	139	154	135	135	148
YLR397C	119	205	160	163	193
YLR398C	235	285	321	246	329
YLR399C	1036	886	1001	1034	933
YLR399W-A	40	49	46	52	29
YLR400W	36	28	43	28	49
YLR401C	159	209	303	225	269
YLR402W	35	19	32	53	33
YLR403W	647	470	519	712	507
YLR404W	32	56	68	38	61
YLR405W	44	76	89	77	93
YLR406C	310	595	900	709	719
YLR406C-A	0	1	1	1	1
YLR407W	258	192	370	569	272
YLR408C	70	43	49	70	66
YLR409C	61	176	243	109	173
YLR410W	643	689	740	733	712
YLR410W-A	0	0	0	0	0
YLR410W-B	0	0	0	0	0
YLR411W	45	59	62	64	55
YLR412C-A	2	1	1	0	1
YLR412W	164	181	231	182	184
YLR413W	89	211	1147	293	726
YLR414C	846	1273	3982	1420	2255
YLR415C	16	20	47	30	33
YLR416C	3	9	6	5	8
YLR417W	182	219	407	320	302
YLR418C	232	329	386	225	370
YLR419W	89	184	138	108	185
YLR420W	259	326	323	307	371
YLR421C	932	890	785	924	819
YLR422W	609	602	474	629	563
YLR423C	220	195	195	225	209
YLR424W	101	108	134	107	99
YLR425W	323	281	303	330	289
YLR426W	75	77	110	91	82
YLR427W	514	453	526	901	472
YLR428C	17	17	24	24	24
YLR429W	625	736	1015	673	793
YLR430W	397	518	503	469	555
YLR431C	170	198	193	163	230
YLR432W	251	794	2109	904	1501
YLR433C	297	439	362	403	376
YLR434C	1	2	3	2	6
YLR435W	22	63	107	48	88
YLR436C	503	412	554	633	600
YLR437C	87	63	106	122	84
YLR437C-A	285	88	183	382	129
YLR438C-A	344	324	387	396	325
YLR438W	3020	943	1642	3870	1402
YLR439W	254	357	305	267	405
YLR440C	199	296	268	231	313
YLR441C	1431	3688	5253	3522	4550
YLR442C	205	226	259	205	264
YLR443W	375	430	515	441	418
YLR444C	129	123	163	139	145
YLR445W	6	5	13	8	5
YLR446W	302	218	241	255	196
YLR447C	1187	1377	1447	1201	1416
YLR448W	240	444	604	343	495
YLR449W	248	399	496	382	511
YLR450W	1157	937	1204	1192	1108
YLR451W	330	393	395	568	353
YLR452C	189	161	257	146	164
YLR453C	69	69	77	87	73
YLR454W	458	373	381	461	385
YLR455W	97	143	149	65	139
YLR456W	61	57	92	69	63
YLR457C	151	183	214	142	177
YLR458W	28	38	46	38	36
YLR459W	226	235	313	277	272
YLR460C	50	99	101	62	122
YLR461W	3	3	6	2	4
YLR462W	4	4	4	2	1
YLR463C	3	10	5	10	6
YLR464W	0	0	0	0	0
YLR465C	0	0	0	0	0
YLR466C-A	1	0	0	0	0
YLR466C-B	6	1	2	4	5
YLR466W	0	0	0	3	1
YLR467C-A	0	0	0	0	0
YLR467W	0	0	0	1	0
YML001W	588	555	665	573	591
YML002W	383	291	345	517	310
YML003W	64	63	65	68	59
YML004C	4307	3175	2511	4324	2783
YML005W	283	243	279	337	232
YML006C	380	259	351	486	325
YML007C-A	14	19	16	9	14
YML007W	1622	1479	1153	1748	1346
YML008C	264	344	1463	392	649
YML009C	153	260	264	204	320
YML009C-A	121	169	176	136	192
YML009W-B	4	5	13	9	9
YML010W	309	461	609	404	526
YML011C	105	91	129	122	112
YML012C-A	216	191	211	199	219
YML012W	1160	1017	1498	1228	1318
YML013W	734	656	744	708	768
YML014W	127	122	183	211	150
YML015C	246	287	298	268	247
YML016C	677	662	781	643	654
YML017W	436	334	303	565	294
YML018C	82	77	150	148	90
YML019W	85	147	229	175	199
YML020W	339	302	402	353	382
YML021C	116	136	162	97	137
YML022W	159	419	543	429	529
YML023C	115	163	156	142	142
YML024W	716	1324	1937	1714	1664
YML025C	414	642	459	397	657
YML026C	585	1244	1843	1498	1589
YML027W	165	112	157	148	151
YML028W	15033	13332	14529	10850	13638
YML029W	307	295	338	293	295
YML030W	1184	1155	725	995	994
YML031C-A	16	5	24	15	13
YML031W	209	245	378	240	317
YML032C	412	454	390	430	483
YML034C-A	45	44	58	53	52
YML034W	966	685	762	934	735
YML035C	1299	1157	898	952	964
YML036W	69	93	120	75	99
YML037C	10	16	29	16	25
YML038C	244	306	347	293	325
YML039W	0	0	0	0	0
YML040W	0	0	0	0	0
YML041C	215	201	229	280	216
YML042W	5996	5875	3102	7515	5234
YML043C	29	43	41	35	41
YML045W	0	0	0	0	0
YML045W-A	0	0	0	0	0
YML046W	66	78	134	98	98
YML047C	12	12	28	15	18
YML047W-A	9	7	13	15	8
YML048W	1699	2040	1950	1776	2136
YML049C	283	298	281	306	309
YML050W	173	163	147	168	168
YML051W	1832	2051	1262	1314	1444
YML052W	1461	1110	1550	1157	1383
YML053C	166	136	232	160	183
YML054C	4237	1713	6296	5518	3444
YML054C-A	7	2	7	8	2
YML055W	142	190	219	220	205
YML056C	151	288	653	189	344
YML057C-A	91	79	135	94	113
YML057W	1179	1072	1444	1137	1165
YML058W	2443	1701	2026	2102	2043
YML058W-A	5	19	43	14	27
YML059C	232	206	208	258	237
YML060W	22	23	52	34	29
YML061C	232	201	195	196	166
YML062C	256	262	263	258	295
YML063W	1083	2247	3117	2313	2636
YML064C	118	129	178	81	182
YML065W	204	158	207	239	220
YML066C	88	78	150	197	133
YML067C	257	292	427	338	347
YML068W	222	220	259	197	236
YML069W	288	393	565	340	502
YML070W	2251	2013	1640	2005	1941
YML071C	196	193	263	201	221
YML072C	2099	1777	1705	1950	2061
YML073C	798	1454	2056	1784	1766
YML074C	792	903	1246	966	1060
YML075C	822	456	2261	1535	904
YML076C	364	366	564	739	471
YML077W	75	81	98	74	84
YML078W	940	1433	958	718	1338
YML079W	602	618	491	437	565
YML080W	48	95	107	93	127
YML081C-A	1620	1753	990	1092	1293
YML081W	205	302	359	280	298
YML082W	77	142	186	115	151
YML083C	97	91	59	72	60
YML084W	3	6	1	1	5
YML085C	986	1203	1981	871	1581
YML086C	1071	1055	784	813	1033
YML087C	180	221	158	145	201
YML088W	255	267	308	264	299
YML089C	13	15	43	50	26
YML090W	15	18	62	33	25
YML091C	844	800	834	996	937
YML092C	972	1216	937	900	1134
YML093W	94	215	268	180	256
YML094C-A	48	52	81	79	66
YML094W	112	175	208	189	176
YML095C	66	91	98	97	96
YML096W	108	132	182	141	132
YML097C	109	123	132	207	117
YML098W	465	396	557	843	507
YML099C	237	262	339	371	294
YML099W-A	72	61	72	72	60
YML100W	8610	5348	5165	7742	5317
YML100W-A	6	11	7	4	4
YML101C	245	123	208	302	187
YML101C-A	31	30	57	25	62
YML102W	107	127	255	174	201
YML103C	120	197	264	205	236
YML104C	66	95	132	105	114
YML105C	278	383	438	299	390
YML106W	289	487	756	408	650
YML107C	177	161	179	222	177
YML108W	83	110	145	156	126
YML109W	58	79	148	100	124
YML110C	1901	2327	1357	1368	2043
YML111W	148	160	231	120	247
YML112W	154	171	222	167	209
YML113W	97	133	185	186	165
YML114C	262	267	315	280	279
YML115C	372	464	604	457	567
YML116W	336	270	336	706	293
YML116W-A	32	30	25	14	26
YML117W	1275	1227	1441	1134	1305
YML118W	235	248	246	237	267
YML119W	222	285	326	257	323
YML120C	5423	5430	4594	4506	5934
YML121W	249	271	297	357	304
YML122C	31	37	51	53	14
YML123C	320	441	608	510	572
YML124C	329	396	531	310	455
YML125C	216	390	361	219	322
YML126C	1017	633	2151	1640	1092
YML127W	285	269	480	500	375
YML128C	31197	17394	11270	20542	14383
YML129C	602	752	607	560	778
YML130C	201	416	447	186	394
YML131W	2490	3736	1979	1947	2950
YML132W	30	28	37	24	34
YML133C	0	0	0	0	0
YML133W-A	0	0	0	0	0
YML133W-B	0	0	0	0	0
YMR001C	84	157	273	104	229
YMR001C-A	0	1	4	2	4
YMR002W	917	1245	1354	1047	1402
YMR003W	25	28	64	43	49
YMR004W	452	384	418	421	452
YMR005W	269	333	340	362	349
YMR006C	207	461	1137	598	1113
YMR007W	115	77	134	141	87
YMR008C	2027	2075	4482	2818	2611
YMR009W	274	121	467	476	193
YMR010W	127	149	242	168	172
YMR011W	127	159	208	168	163
YMR012W	385	867	531	274	785
YMR013C	77	66	120	131	77
YMR013C-A	0	0	0	0	0
YMR013W-A	0	0	0	0	0
YMR014W	68	107	152	101	131
YMR015C	304	244	1394	739	531
YMR016C	372	411	722	772	622
YMR017W	78	62	108	136	67
YMR018W	35	25	88	114	53
YMR019W	328	229	341	818	269
YMR020W	719	995	1365	899	1057
YMR021C	454	346	436	563	421
YMR022W	599	567	725	594	618
YMR023C	182	187	199	180	163
YMR024W	180	403	305	162	411
YMR025W	163	110	105	131	117
YMR026C	392	325	441	600	429
YMR027W	1256	1319	1390	1333	1364
YMR028W	250	264	267	250	270
YMR029C	406	409	538	452	530
YMR030W	548	375	522	538	467
YMR030W-A	2	1	3	2	2
YMR031C	6328	4383	4376	5733	4886
YMR031W-A	33	32	26	35	26
YMR032W	38	71	135	48	104
YMR033W	178	229	263	213	275
YMR034C	147	207	293	244	237
YMR035W	99	125	160	140	149
YMR036C	388	352	472	455	417
YMR037C	235	224	279	299	263
YMR038C	528	439	482	690	497
YMR039C	614	857	938	671	938
YMR040W	245	184	238	225	199
YMR041C	682	445	444	690	464
YMR042W	281	202	340	747	288
YMR043W	733	491	541	743	474
YMR044W	357	340	466	393	419
YMR045C	0	0	0	0	0
YMR046C	0	0	0	0	0
YMR046W-A	0	0	0	0	0
YMR047C	457	450	656	501	541
YMR048W	37	63	144	109	123
YMR049C	78	245	308	131	266
YMR050C	0	0	0	0	0
YMR051C	0	0	0	0	0
YMR052C-A	42	47	65	69	46
YMR052W	77	115	161	130	125
YMR053C	359	267	259	407	284
YMR054W	508	498	775	636	643
YMR055C	90	71	119	119	126
YMR056C	1512	1014	1159	1785	1244
YMR057C	29	7	16	39	16
YMR058W	1224	1447	514	2472	1132
YMR059W	72	74	113	139	107
YMR060C	127	151	173	174	155
YMR061W	444	370	421	505	377
YMR062C	2807	1005	2386	6324	1476
YMR063W	36	35	58	58	63
YMR064W	316	340	310	366	312
YMR065W	107	95	167	129	108
YMR066W	175	172	178	214	185
YMR067C	314	343	266	255	328
YMR068W	206	143	201	211	183
YMR069W	10	16	23	15	14
YMR070W	256	127	272	280	185
YMR071C	609	397	497	531	502
YMR072W	1340	1083	1182	1106	1186
YMR073C	213	165	193	252	175
YMR074C	589	481	466	512	428
YMR075C-A	40	55	58	39	47
YMR075W	172	193	257	213	246
YMR076C	75	125	207	122	200
YMR077C	209	176	184	265	198
YMR078C	115	119	158	153	126
YMR079W	142	256	445	204	352
YMR080C	340	308	447	410	451
YMR081C	9061	7838	7530	10050	8443
YMR082C	18	8	12	18	11
YMR083W	1393	2592	2581	1661	2759
YMR084W	63	65	122	131	102
YMR085W	261	232	371	388	285
YMR086C-A	154	91	116	169	94
YMR086W	1403	751	1187	1528	1071
YMR087W	382	237	224	326	223
YMR088C	370	343	686	506	515
YMR089C	611	883	625	543	912
YMR090W	7414	4676	2407	3799	3327
YMR091C	223	243	294	256	254
YMR092C	1255	1095	1119	1182	1113
YMR093W	66	88	150	71	94
YMR094W	253	118	208	485	154
YMR095C	551	240	465	1162	306
YMR096W	5502	1991	5154	15162	3092
YMR097C	547	378	409	945	417
YMR098C	242	276	266	230	314
YMR099C	856	1038	1006	818	987
YMR100W	362	356	312	265	349
YMR101C	17	102	178	18	116
YMR102C	232	210	262	263	246
YMR103C	1167	1013	818	853	858
YMR104C	2139	2100	2220	1926	2046
YMR105C	30999	27770	16652	19407	22508
YMR105W-A	16	9	17	27	16
YMR106C	119	128	181	253	170
YMR107W	19433	6243	5057	19405	6842
YMR108W	15702	3882	4506	25912	4862
YMR109W	446	482	758	369	595
YMR110C	4662	2970	2602	3410	2817
YMR111C	167	164	204	217	159
YMR112C	94	101	169	116	114
YMR113W	108	145	162	118	130
YMR114C	1541	1163	924	1221	1096
YMR115W	469	469	397	500	479
YMR116C	604	2085	4652	1670	3060
YMR117C	14	29	38	30	25
YMR118C	2291	828	639	1735	772
YMR119W	455	396	525	492	415
YMR119W-A	15	25	30	30	23
YMR120C	1245	1800	3486	2445	1861
YMR121C	182	222	269	220	246
YMR122C	9	6	9	8	3
YMR122W-A	2354	3631	7261	1724	4278
YMR123W	58	68	99	104	75
YMR124W	384	455	542	400	520
YMR125W	180	294	520	289	423
YMR126C	196	164	185	224	192
YMR127C	161	155	180	219	159
YMR128W	72	150	209	131	183
YMR129W	172	223	303	230	280
YMR130W	108	127	126	113	121
YMR131C	151	248	379	263	316
YMR132C	62	61	107	81	74
YMR133W	170	147	137	136	133
YMR134W	147	100	181	229	163
YMR135C	2374	1828	1931	2754	1880
YMR135W-A	86	67	86	98	60
YMR136W	1046	1143	1303	1622	1198
YMR137C	167	205	236	276	257
YMR138W	70	72	91	99	77
YMR139W	1285	800	936	1222	893
YMR140W	586	530	646	782	639
YMR141C	300	191	200	310	178
YMR141W-A	9	10	12	18	12
YMR142C	1208	2379	3515	2659	2900
YMR143W	749	1511	1968	1771	1857
YMR144W	32	41	144	44	90
YMR145C	2976	3269	3448	3716	3245
YMR146C	659	1189	1737	1092	1564
YMR147W	43	62	111	112	95
YMR148W	582	383	414	502	394
YMR149W	479	451	562	509	538
YMR150C	366	276	237	280	266
YMR151W	26	22	16	19	13
YMR152W	1549	1441	1147	1394	1360
YMR153C-A	82	67	59	71	81
YMR153W	210	243	244	256	261
YMR154C	190	203	197	219	165
YMR155W	477	406	504	519	447
YMR156C	173	147	161	199	170
YMR157C	228	350	243	211	338
YMR158C-A	0	0	0	0	0
YMR158W	201	329	240	155	279
YMR158W-B	44	32	26	60	37
YMR159C	51	45	60	53	70
YMR160W	414	364	363	373	400
YMR161W	216	245	279	266	250
YMR162C	346	429	428	453	412
YMR163C	134	139	172	148	141
YMR164C	171	173	245	195	202
YMR165C	840	774	812	887	838
YMR166C	175	177	234	159	204
YMR167W	180	186	251	238	232
YMR168C	183	194	217	196	198
YMR169C	6282	4923	900	1074	1851
YMR170C	804	628	567	565	552
YMR171C	810	1028	1087	1014	1014
YMR172C-A	55	47	75	91	77
YMR172W	132	177	215	193	212
YMR173W	1249	1124	1126	1297	1145
YMR173W-A	743	306	217	530	252
YMR174C	3190	1357	751	2083	1018
YMR175W	7887	6656	5162	5614	6178
YMR175W-A	5	7	11	8	11
YMR176W	290	264	276	364	263
YMR177W	52	85	172	56	125
YMR178W	769	585	570	795	558
YMR179W	103	78	101	119	114
YMR180C	323	302	337	447	316
YMR181C	3456	2906	2680	3671	2580
YMR182C	663	509	433	671	459
YMR182W-A	53	24	25	33	27
YMR183C	602	609	725	641	644
YMR184W	175	140	287	177	192
YMR185W	134	137	179	250	163
YMR186W	3948	4687	3811	3626	4545
YMR187C	133	156	199	257	208
YMR188C	269	464	369	292	504
YMR189W	353	485	752	774	495
YMR190C	111	132	178	142	187
YMR191W	1345	1472	1823	1695	1603
YMR192W	258	234	232	248	246
YMR193C-A	13	27	25	24	11
YMR193W	311	504	333	298	509
YMR194C-A	18	21	27	29	20
YMR194C-B	504	393	314	430	409
YMR194W	263	364	499	332	406
YMR195W	2858	2768	2682	5760	2889
YMR196W	5403	3134	3560	5577	4064
YMR197C	663	696	849	737	743
YMR198W	32	28	67	52	47
YMR199W	149	250	525	270	515
YMR200W	1027	1055	1282	1201	1116
YMR201C	302	247	289	363	254
YMR202W	413	348	1019	648	490
YMR203W	891	1526	1383	835	1644
YMR204C	142	125	160	147	142
YMR205C	2548	4661	5786	3656	5168
YMR206W	3238	1532	1789	2834	1816
YMR207C	241	292	322	347	298
YMR208W	404	296	688	592	408
YMR209C	211	154	163	207	154
YMR210W	485	428	455	419	426
YMR211W	161	154	229	320	216
YMR212C	135	176	230	189	192
YMR213W	251	271	288	307	249
YMR214W	126	142	240	143	176
YMR215W	145	180	416	134	253
YMR216C	496	520	526	502	532
YMR217W	315	686	1510	973	1256
YMR218C	141	179	190	143	170
YMR219W	698	524	510	625	580
YMR220W	479	340	481	546	378
YMR221C	245	201	374	439	272
YMR222C	362	409	351	360	356
YMR223W	98	134	131	114	117
YMR224C	191	163	187	222	210
YMR225C	209	284	192	169	221
YMR226C	1680	1369	1700	1641	1648
YMR227C	151	192	202	139	203
YMR228W	78	134	119	109	127
YMR229C	233	464	571	374	562
YMR230W	418	753	1308	975	960
YMR230W-A	0	0	0	1	0
YMR231W	156	155	173	183	150
YMR232W	247	241	317	348	257
YMR233W	140	137	185	202	155
YMR234W	159	153	208	179	177
YMR235C	299	341	443	344	430
YMR236W	348	305	443	430	431
YMR237W	487	435	477	436	453
YMR238W	636	682	1680	929	1082
YMR239C	113	169	229	214	235
YMR240C	147	153	192	156	180
YMR241W	392	764	1676	661	1303
YMR242C	671	1270	1616	1299	1524
YMR242W-A	1	2	0	1	1
YMR243C	1701	1448	1838	2077	1646
YMR244C-A	626	593	521	660	625
YMR244W	74	102	319	698	160
YMR245W	542	503	516	616	507
YMR246W	668	2314	4420	3110	4092
YMR247C	188	218	201	248	222
YMR247W-A	19	21	15	21	18
YMR250W	12881	7572	4701	6893	6142
YMR251W	137	101	169	652	131
YMR251W-A	27395	23003	21819	30149	21137
YMR252C	285	184	286	297	244
YMR253C	394	292	385	496	337
YMR254C	7	13	14	16	9
YMR255W	559	724	926	747	831
YMR256C	3949	2970	2192	3086	2656
YMR257C	275	269	219	248	256
YMR258C	620	579	609	595	583
YMR259C	178	237	223	284	232
YMR260C	301	664	984	477	824
YMR261C	1661	1381	1508	1583	1605
YMR262W	592	255	403	634	335
YMR263W	79	114	93	90	107
YMR264W	665	541	606	740	547
YMR265C	288	236	333	409	276
YMR266W	763	634	1118	945	842
YMR267W	342	535	393	310	472
YMR268C	137	165	155	133	164
YMR269W	86	112	139	133	94
YMR270C	89	124	188	157	153
YMR271C	4504	2331	1492	3938	1978
YMR272C	3747	4776	3882	4216	4364
YMR272W-A	352	468	397	424	463
YMR272W-B	16	7	5	8	13
YMR273C	175	163	169	151	177
YMR274C	76	81	113	84	82
YMR275C	316	333	443	340	339
YMR276W	1839	1933	1607	1400	1962
YMR277W	208	232	280	235	253
YMR278W	965	978	899	796	978
YMR279C	192	146	108	153	119
YMR280C	1033	694	772	1120	938
YMR281W	451	395	591	482	456
YMR282C	127	155	168	151	180
YMR283C	121	165	203	157	183
YMR284W	248	218	202	245	186
YMR285C	182	195	220	233	220
YMR286W	403	486	343	331	410
YMR287C	138	201	160	154	189
YMR288W	149	152	197	211	166
YMR289W	247	271	327	230	288
YMR290C	133	181	334	193	290
YMR290W-A	66	15	33	37	25
YMR291W	1938	1530	1652	2254	1633
YMR292W	146	117	201	199	164
YMR293C	221	215	168	160	200
YMR294W	222	228	212	256	200
YMR294W-A	2393	2437	2734	2067	2490
YMR295C	4157	4563	4980	3791	4418
YMR296C	498	682	967	452	804
YMR297W	17322	13652	11191	12133	12333
YMR298W	475	557	485	460	542
YMR299C	86	119	121	84	102
YMR300C	291	616	717	498	568
YMR301C	270	355	384	422	382
YMR302C	1192	1066	947	1204	1176
YMR303C	129	241	785	1101	506
YMR304C-A	72	76	101	63	79
YMR304W	787	649	655	800	705
YMR305C	1522	3014	9919	1911	5917
YMR306C-A	76	39	52	90	50
YMR306W	204	207	289	277	222
YMR307C-A	102	226	608	211	442
YMR307W	945	2230	5461	1981	3933
YMR308C	333	479	570	442	457
YMR309C	338	655	580	435	617
YMR310C	109	174	238	209	229
YMR311C	3307	2464	2234	2863	2498
YMR312W	76	143	142	83	149
YMR313C	578	367	416	613	383
YMR314W	1127	1232	1036	1017	1119
YMR315W	1305	1211	1442	1211	1175
YMR315W-A	24	32	60	24	27
YMR316C-A	76	116	239	103	170
YMR316C-B	145	122	108	103	127
YMR316W	265	400	792	379	551
YMR317W	417	390	390	378	376
YMR318C	461	516	669	401	590
YMR319C	956	1317	1592	1270	1431
YMR320W	31	27	38	39	27
YMR321C	0	0	0	0	1
YMR322C	2	1	1	2	1
YMR323W	4	3	0	3	1
YMR324C	0	0	0	0	0
YMR325W	28	4	4	7	4
YMR326C	0	0	0	0	0
YNL001W	197	209	269	268	233
YNL002C	187	377	517	385	484
YNL003C	440	366	477	480	418
YNL004W	960	762	982	1302	823
YNL005C	525	781	708	555	901
YNL006W	388	343	368	461	392
YNL007C	3635	3137	1900	2322	2483
YNL008C	401	427	423	453	346
YNL009W	253	264	327	425	310
YNL010W	422	693	1018	562	895
YNL011C	488	320	302	396	296
YNL012W	389	469	432	401	408
